Fid,Vehicle_Model,Battery_Capacity_kWh,Charging_Station_ID,Charging Station Location,Charging_Start_Time,Charging_EndTime,Energy_Consumed_kWh,Charging_Duration_hours,Charging_Rate_kW,Charging_Cost_USD,Vehicle_Age_years,Charger_Type,User_Type,Label
169.45.214.251-10.42.0.42-443-52539-6,Chevy Bolt,85,Station_119,San Francisco,17-01-24 16:00,17-01-24 16:44,66.18914418,2.501463099,2.535237862,13.99319791,1,DC Fast Charger,Long-Distance Traveler,0
172.217.6.206-10.42.0.151-443-38326-6,Hyundai Kona,75,Station_14,Los Angeles,17-01-24 17:00,17-01-24 19:41,13.66384251,0.799133805,14.33045702,8.275923214,3,Level 1,Casual Driver,0
172.217.12.206-10.42.0.151-443-55777-6,Tesla Model 3,71.64548707,Station_14,New York,17-01-24 18:00,17-01-24 21:37,31.81022341,3.674137371,32.83733504,32.94225606,3,DC Fast Charger,Long-Distance Traveler,0
10.42.0.211-23.219.23.166-50692-80-6,Hyundai Kona,62,Station_266,Houston,17-01-24 19:00,17-01-24 20:30,79.46231191,2.895348986,25.41252017,18.27246951,3,DC Fast Charger,Long-Distance Traveler,0
239.255.255.250-10.42.0.1-1900-57316-17,BMW i3,50,Station_140,New York,17-01-24 20:00,17-01-24 22:57,26.61520204,1.317917504,22.74396662,29.94315027,5,Level 1,Long-Distance Traveler,0
10.42.0.211-54.192.37.226-37393-443-6,Hyundai Kona,62,Station_294,Los Angeles,17-01-24 21:00,17-01-24 23:47,,0.81397783,19.93479978,22.61552715,4,Level 1,Commuter,0
199.16.156.232-10.42.0.151-443-42494-6,Tesla Model 3,100,Station_364,Los Angeles,17-01-24 22:00,17-01-24 23:56,64.40334433,1.463109094,35.92852161,14.24660004,7,Level 2,Commuter,0
10.42.0.42-106.11.94.6-55282-443-6,BMW i3,75,Station_119,San Francisco,17-01-24 23:00,18-01-24 1:14,41.5867128,3.30580217,39.75364157,35.66015447,5,DC Fast Charger,Casual Driver,0
10.42.0.211-10.42.0.1-30995-53-17,Hyundai Kona,75,Station_238,Chicago,18-01-24 0:00,18-01-24 1:03,76.44815981,2.515123737,19.76610681,35.7634289,6,DC Fast Charger,Commuter,1
222.73.28.96-10.42.0.211-80-34045-6,BMW i3,100,Station_34,New York,18-01-24 1:00,18-01-24 3:33,19.89879895,1.849672091,33.63605071,30.70829741,7,DC Fast Charger,Long-Distance Traveler,0
222.73.31.32-10.42.0.211-8288-38784-6,Nissan Leaf,46.87679655,Station_169,San Francisco,18-01-24 2:00,18-01-24 4:19,25.10086254,3.775303416,24.43460765,30.54739628,6,Level 2,Commuter,0
10.42.0.151-103.7.30.118-35482-80-6,Nissan Leaf,50,Station_10,Houston,18-01-24 3:00,18-01-24 6:25,27.04710323,1.109637723,4.521631542,33.45756611,3,DC Fast Charger,Commuter,0
10.42.0.1-10.42.0.42-53-48737-17,Hyundai Kona,50,Station_122,Chicago,18-01-24 4:00,18-01-24 5:02,30.18468424,2.971427975,40.18246011,7.260888622,0,DC Fast Charger,Casual Driver,0
10.42.0.151-98.139.199.204-36651-443-6,BMW i3,85,Station_401,San Francisco,18-01-24 5:00,18-01-24 7:07,15.34212068,3.392452251,43.49684996,30.94551499,0,Level 1,Long-Distance Traveler,0
10.42.0.211-36.110.213.49-44433-80-6,Tesla Model 3,62,Station_145,New York,18-01-24 6:00,18-01-24 7:30,45.34396447,3.023573638,11.27466652,11.65652844,0,Level 1,Commuter,0
10.42.0.211-10.42.0.1-59741-53-17,Hyundai Kona,50,Station_451,Los Angeles,18-01-24 7:00,18-01-24 7:39,60.260383,3.030396836,31.22297314,11.46758403,7,Level 2,Commuter,0
162.208.22.39-10.42.0.211-443-45038-6,Nissan Leaf,100,Station_446,Houston,18-01-24 8:00,18-01-24 11:31,5.650181738,0.639951451,11.66743821,25.63010191,6,DC Fast Charger,Casual Driver,0
10.42.0.211-123.125.29.138-57381-443-6,Nissan Leaf,85,Station_223,New York,18-01-24 9:00,18-01-24 10:53,32.49151582,0.775971607,47.25775934,7.587563677,0,Level 2,Casual Driver,0
172.217.12.138-10.42.0.211-443-47413-6,Hyundai Kona,62,Station_371,Chicago,18-01-24 10:00,18-01-24 11:34,61.46067459,2.469784373,31.65043077,10.99170879,0.461661553,Level 1,Long-Distance Traveler,0
10.42.0.211-52.84.29.154-48945-443-6,BMW i3,85,Station_257,Chicago,18-01-24 11:00,18-01-24 12:46,41.57891512,1.076998593,35.418106,7.269854492,0,DC Fast Charger,Casual Driver,0
10.42.0.211-69.147.82.60-42764-443-6,Nissan Leaf,100,Station_268,Los Angeles,18-01-24 12:00,18-01-24 12:30,41.60286682,1.495118904,4.909722102,13.57109853,2,DC Fast Charger,Long-Distance Traveler,0
172.217.7.131-10.42.0.211-443-58291-6,BMW i3,85,Station_359,Los Angeles,18-01-24 13:00,18-01-24 15:42,29.69789846,3.919635638,32.30310226,21.4800656,4,Level 2,Long-Distance Traveler,0
222.73.28.96-10.42.0.42-80-43335-6,Nissan Leaf,69.44504561,Station_4,Houston,18-01-24 14:00,18-01-24 15:49,72.71574853,0.682132432,32.25343212,28.11946156,2,DC Fast Charger,Commuter,0
10.42.0.1-10.42.0.42-53-46895-17,Nissan Leaf,85,Station_426,Houston,18-01-24 15:00,18-01-24 15:44,61.9271036,0.798403786,25.27459826,27.12255887,3,DC Fast Charger,Commuter,1
192.229.173.173-10.42.0.211-443-45654-6,Chevy Bolt,50,Station_397,Los Angeles,18-01-24 16:00,18-01-24 16:57,12.66681283,2.31735631,36.1576251,30.66760989,3,Level 1,Commuter,0
172.217.10.42-10.42.0.151-443-43737-6,Nissan Leaf,100,Station_354,Los Angeles,18-01-24 17:00,18-01-24 17:52,78.95506102,3.796562676,41.30756664,26.94412074,6,Level 2,Commuter,0
172.217.11.3-10.42.0.151-443-50432-6,Tesla Model 3,100,Station_106,Chicago,18-01-24 18:00,18-01-24 20:18,64.98220571,3.734758668,38.49923631,24.81778207,2,Level 1,Commuter,0
10.42.0.151-10.42.0.1-21596-53-17,Hyundai Kona,85,Station_85,Los Angeles,18-01-24 19:00,18-01-24 21:16,37.28701876,1.904718015,29.14882623,10.42068113,2,Level 2,Long-Distance Traveler,0
10.42.0.151-113.108.216.233-40652-80-6,Hyundai Kona,100,Station_214,San Francisco,18-01-24 20:00,18-01-24 22:54,72.0948405,2.022818243,7.424169716,7.964528514,3,Level 1,Commuter,0
157.240.18.36-10.42.0.151-443-54821-6,BMW i3,62,Station_121,New York,18-01-24 21:00,18-01-24 23:22,65.75133335,0.87624523,42.51413255,20.24363545,1,Level 2,Commuter,0
172.217.11.42-10.42.0.211-443-36934-6,Nissan Leaf,3.976596499,Station_132,Los Angeles,18-01-24 22:00,19-01-24 0:07,42.86561113,2.193514726,33.88461997,6.19057921,2,DC Fast Charger,Commuter,0
203.90.242.126-10.42.0.211-443-58944-6,Tesla Model 3,62,Station_338,Houston,18-01-24 23:00,19-01-24 1:50,33.39817876,2.455006976,14.42092922,15.41312073,2,DC Fast Charger,Long-Distance Traveler,0
180.149.134.142-10.42.0.42-80-45546-6,BMW i3,62,Station_197,San Francisco,19-01-24 0:00,19-01-24 2:51,46.51177026,2.809346621,10.48122383,15.91197756,5,Level 2,Casual Driver,0
10.42.0.151-23.9.106.99-39789-443-6,Chevy Bolt,50,Station_19,Houston,19-01-24 1:00,19-01-24 3:48,74.54048486,3.591079873,16.93586894,28.37468743,2,Level 2,Casual Driver,1
172.217.10.74-10.42.0.151-443-38333-6,BMW i3,100,Station_130,San Francisco,19-01-24 2:00,19-01-24 2:57,53.83827206,0.948192985,25.60597779,39.9075072,5,Level 2,Commuter,0
10.42.0.211-104.193.88.109-35299-80-6,BMW i3,1.53280653,Station_12,Los Angeles,19-01-24 3:00,19-01-24 4:11,42.46618717,1.383566319,,5.161757926,4,Level 2,Casual Driver,0
10.42.0.42-104.192.110.245-45753-80-6,Nissan Leaf,75,Station_81,New York,19-01-24 4:00,19-01-24 6:08,,2.662353479,30.7235039,23.56026037,6,DC Fast Charger,Long-Distance Traveler,1
10.42.0.42-27.221.28.163-42210-80-6,Chevy Bolt,100,Station_330,Houston,19-01-24 5:00,19-01-24 6:30,76.49931987,3.007714522,37.44551098,31.94888427,2,Level 2,Commuter,0
172.217.6.226-10.42.0.211-443-59083-6,BMW i3,62,Station_354,San Francisco,19-01-24 6:00,19-01-24 8:32,5.614874085,2.459601546,18.56116529,54.89298253,7,DC Fast Charger,Long-Distance Traveler,0
202.77.129.150-10.42.0.42-80-44588-6,Tesla Model 3,50,Station_262,Chicago,19-01-24 7:00,19-01-24 8:33,26.46822316,1.37729593,15.86334957,18.3432315,5,DC Fast Charger,Long-Distance Traveler,0
172.217.10.35-10.42.0.151-80-49967-6,Tesla Model 3,50,Station_392,Los Angeles,19-01-24 8:00,19-01-24 9:00,6.873885528,1.494475525,42.83582803,23.7109535,5,Level 2,Commuter,0
10.42.0.211-10.42.0.1-56878-53-17,Hyundai Kona,67.54202075,Station_125,New York,19-01-24 9:00,19-01-24 10:50,21.58091553,1.265523687,32.63193063,29.87794438,4.690347029,DC Fast Charger,Long-Distance Traveler,0
8.41.222.241-10.42.0.151-443-37205-6,Chevy Bolt,75,Station_307,Los Angeles,19-01-24 10:00,19-01-24 13:50,7.56958421,3.271877472,40.84040128,36.54436532,0.739410755,Level 2,Commuter,1
151.101.1.140-10.42.0.151-443-52453-6,Chevy Bolt,100,Station_267,Chicago,19-01-24 11:00,19-01-24 11:39,49.54554657,0.674939503,27.00766346,5.384944037,7,DC Fast Charger,Long-Distance Traveler,0
174.35.73.99-10.42.0.211-80-57674-6,Hyundai Kona,85,Station_447,New York,19-01-24 12:00,19-01-24 12:37,72.83010774,1.607848526,45.3791692,5.708701645,0.910504317,Level 2,Casual Driver,0
169.45.219.236-10.42.0.42-443-43380-6,BMW i3,100,Station_441,Chicago,19-01-24 13:00,19-01-24 15:58,71.12558827,0.823473852,14.16712914,11.34857955,5,Level 2,Casual Driver,0
180.76.175.73-10.42.0.42-80-34928-6,Chevy Bolt,100,Station_383,Los Angeles,19-01-24 14:00,19-01-24 17:54,36.24441708,0.69732367,12.83088143,9.742134928,6,Level 1,Casual Driver,0
172.217.9.227-10.42.0.42-443-60974-17,Tesla Model 3,127.280274,Station_140,San Francisco,19-01-24 15:00,19-01-24 16:28,53.39924326,3.430514507,49.76976564,15.31997094,6,Level 1,Long-Distance Traveler,0
172.217.12.174-10.42.0.151-443-36482-6,Tesla Model 3,107.4319545,Station_329,Los Angeles,19-01-24 16:00,19-01-24 19:27,5.746444809,0.58102956,7.007637737,20.6525859,3,Level 2,Commuter,0
10.42.0.151-23.66.239.97-42279-443-6,Nissan Leaf,62,Station_2,Los Angeles,19-01-24 17:00,19-01-24 20:46,9.737039612,3.070307175,3.645282259,39.66248652,4,Level 1,Casual Driver,0
172.217.10.110-10.42.0.151-443-41141-6,Chevy Bolt,85,Station_8,Los Angeles,19-01-24 18:00,19-01-24 21:47,39.46218311,1.645409808,40.99837534,21.6727573,2,DC Fast Charger,Commuter,0
172.217.10.99-10.42.0.151-443-52632-6,BMW i3,85,Station_250,Houston,19-01-24 19:00,19-01-24 19:59,63.83060875,2.45865252,38.13906947,6.759900462,2.044744282,Level 2,Casual Driver,0
10.42.0.211-54.175.121.125-47194-443-6,Hyundai Kona,85,Station_139,Chicago,19-01-24 20:00,19-01-24 22:54,72.94802476,3.757952844,14.7901193,10.5217203,2,Level 2,Casual Driver,0
10.42.0.151-121.29.54.142-59448-80-6,Hyundai Kona,62,Station_124,Chicago,19-01-24 21:00,20-01-24 0:52,21.09784722,3.468062458,37.26275519,25.55170952,1,Level 2,Long-Distance Traveler,0
10.42.0.42-61.135.185.139-58136-80-6,BMW i3,62,Station_309,Chicago,19-01-24 22:00,19-01-24 22:49,58.79144233,2.471722768,34.24176571,19.21594181,7,Level 1,Casual Driver,0
10.42.0.211-77.234.44.199-48361-80-6,Nissan Leaf,62,Station_228,Houston,19-01-24 23:00,20-01-24 0:17,65.18392769,2.408337112,38.57770533,33.18646283,1,Level 1,Commuter,0
220.170.182.31-10.42.0.211-443-37059-6,Hyundai Kona,85,Station_10,San Francisco,20-01-24 0:00,20-01-24 3:50,72.54995631,0.359917241,35.11270258,32.06992949,0,DC Fast Charger,Commuter,0
10.42.0.211-23.21.95.195-45086-443-6,Chevy Bolt,100,Station_469,Los Angeles,20-01-24 1:00,20-01-24 3:39,57.55690006,3.34150378,13.03628314,14.25810935,2,Level 1,Casual Driver,0
172.217.7.195-10.42.0.211-443-53937-6,Nissan Leaf,52.33224826,Station_212,San Francisco,20-01-24 2:00,20-01-24 3:06,67.41433642,3.043865243,48.63021491,11.1260901,6.238923431,Level 1,Commuter,0
169.53.71.229-10.42.0.151-443-37218-6,Chevy Bolt,75,Station_112,Houston,20-01-24 3:00,20-01-24 5:38,21.03051965,2.844416686,8.332992518,8.848458662,2.081759465,DC Fast Charger,Commuter,0
173.241.242.143-10.42.0.211-443-58519-6,Tesla Model 3,62,Station_8,Chicago,20-01-24 4:00,20-01-24 6:41,16.4721403,1.771715317,22.11445681,24.10975593,0,Level 2,Commuter,0
172.217.6.206-10.42.0.151-443-59678-6,Nissan Leaf,50,Station_292,Los Angeles,20-01-24 5:00,20-01-24 7:09,78.30687813,2.40015746,11.8110025,29.76314299,1,Level 2,Commuter,0
10.42.0.151-10.42.0.1-20779-53-17,Hyundai Kona,85,Station_477,New York,20-01-24 6:00,20-01-24 7:23,38.5996591,3.911414722,31.47135995,22.30986686,6,DC Fast Charger,Commuter,0
172.217.12.170-10.42.0.211-443-59332-6,Nissan Leaf,85,Station_362,New York,20-01-24 7:00,20-01-24 9:31,26.56650923,1.065556256,43.37591643,32.62696634,7,Level 1,Casual Driver,0
10.42.0.42-104.254.66.16-45746-80-6,Nissan Leaf,100,Station_460,San Francisco,20-01-24 8:00,20-01-24 8:54,23.02231536,2.645637398,6.999032822,5.056096912,6,DC Fast Charger,Commuter,0
10.42.0.151-104.192.110.245-36234-80-6,Nissan Leaf,85,Station_253,Chicago,20-01-24 9:00,20-01-24 11:40,62.04960065,1.177716989,31.37496792,35.34478943,5,DC Fast Charger,Commuter,0
10.42.0.151-10.42.0.1-60509-53-17,Nissan Leaf,85,Station_14,New York,20-01-24 10:00,20-01-24 10:38,58.09105214,2.649403041,7.069653277,30.93345703,4,Level 2,Casual Driver,0
10.42.0.1-10.42.0.42-53-10676-17,Chevy Bolt,75,Station_240,San Francisco,20-01-24 11:00,20-01-24 14:53,63.29716819,0.833544584,30.6866948,5.541127115,4,Level 1,Long-Distance Traveler,0
10.42.0.211-10.42.0.1-23219-53-17,Tesla Model 3,39.29742253,Station_438,Houston,20-01-24 12:00,20-01-24 15:51,21.0022301,1.863435975,26.23272288,33.58178282,7,Level 2,Commuter,0
192.229.173.173-10.42.0.211-80-44544-6,BMW i3,62,Station_242,San Francisco,20-01-24 13:00,20-01-24 14:03,36.32292544,2.005413958,19.41352971,32.62019608,1.087110728,Level 2,Long-Distance Traveler,0
10.42.0.211-69.147.82.60-58932-443-6,Nissan Leaf,129.5241594,Station_469,San Francisco,20-01-24 14:00,20-01-24 15:12,65.45087829,3.919259959,47.44351917,11.05758726,0,DC Fast Charger,Long-Distance Traveler,1
10.42.0.151-52.179.184.189-41331-443-6,Hyundai Kona,85,Station_342,San Francisco,20-01-24 15:00,20-01-24 16:43,46.92333915,2.219335716,38.70199053,16.96100622,6,Level 2,Casual Driver,0
10.42.0.211-23.219.23.167-50256-80-6,Nissan Leaf,62,Station_149,Los Angeles,20-01-24 16:00,20-01-24 18:03,45.35506631,1.46427807,,34.75363397,6,Level 2,Long-Distance Traveler,0
172.217.10.14-10.42.0.151-443-45882-6,Hyundai Kona,75,Station_236,San Francisco,20-01-24 17:00,20-01-24 17:51,44.72944868,1.354715656,36.47363188,23.68478638,0,Level 2,Long-Distance Traveler,0
216.58.219.206-10.42.0.42-443-54791-6,Chevy Bolt,100,Station_306,San Francisco,20-01-24 18:00,20-01-24 19:39,57.85966999,3.104775855,40.17499281,36.94377035,5,Level 1,Long-Distance Traveler,0
10.42.0.211-123.125.29.220-32829-80-6,Hyundai Kona,85,Station_478,Los Angeles,20-01-24 19:00,20-01-24 21:39,25.89259649,2.574703048,23.43530218,36.64684726,6,Level 1,Casual Driver,0
183.3.235.80-10.42.0.211-80-34322-6,BMW i3,50,Station_167,Los Angeles,20-01-24 20:00,20-01-24 22:03,65.8986118,2.155199156,39.45935876,10.07764264,3,Level 2,Commuter,0
172.217.11.3-10.42.0.151-443-33005-6,Tesla Model 3,75,Station_20,Houston,20-01-24 21:00,21-01-24 0:43,34.80201788,0.852049798,16.59673018,28.32797875,2,DC Fast Charger,Casual Driver,0
203.90.242.126-10.42.0.42-443-33934-6,Hyundai Kona,3.838518074,Station_216,Chicago,20-01-24 22:00,20-01-24 23:01,18.86945141,3.985459606,44.01084819,13.00840517,5,DC Fast Charger,Casual Driver,0
10.42.0.211-64.71.142.95-42899-443-6,Hyundai Kona,78.84320421,Station_343,New York,20-01-24 23:00,21-01-24 1:15,77.34671417,1.816524245,7.851894641,37.60901009,7,Level 2,Casual Driver,0
173.194.175.138-10.42.0.151-443-59887-6,Tesla Model 3,100,Station_135,New York,21-01-24 0:00,21-01-24 2:53,31.7311032,2.648982934,68.54260187,16.74899045,1,Level 1,Commuter,0
10.42.0.211-23.219.23.166-41672-80-6,BMW i3,100,Station_393,San Francisco,21-01-24 1:00,21-01-24 4:53,41.27067551,3.490912756,6.792363388,27.60932374,1,DC Fast Charger,Long-Distance Traveler,0
10.42.0.151-10.42.0.1-23111-53-17,Nissan Leaf,75,Station_129,Houston,21-01-24 2:00,21-01-24 2:30,41.95057477,1.020998814,39.2570047,21.59769815,7,DC Fast Charger,Commuter,0
172.217.6.206-10.42.0.211-443-46931-6,Hyundai Kona,85,Station_410,San Francisco,21-01-24 3:00,21-01-24 4:41,46.41206202,0.851404002,28.15532238,32.59270547,5,Level 1,Long-Distance Traveler,0
172.217.1.163-10.42.0.42-443-60768-6,Tesla Model 3,75,Station_422,New York,21-01-24 4:00,21-01-24 7:25,21.40957637,2.688747406,24.62570106,14.89769218,7,Level 1,Commuter,0
10.42.0.151-10.42.0.1-17576-53-17,Chevy Bolt,100,Station_294,Los Angeles,21-01-24 5:00,21-01-24 6:19,54.99600399,1.246249685,23.09310458,36.9679954,7,DC Fast Charger,Casual Driver,0
172.217.3.104-10.42.0.42-443-57298-6,Tesla Model 3,100,Station_246,Chicago,21-01-24 6:00,21-01-24 8:50,7.739028454,2.104490559,36.45383942,15.48829234,6,Level 2,Casual Driver,0
10.42.0.211-98.139.180.180-46411-443-6,Chevy Bolt,62,Station_189,Houston,21-01-24 7:00,21-01-24 7:44,11.48343149,3.621537943,21.47990189,13.02678002,0,DC Fast Charger,Long-Distance Traveler,1
172.217.10.35-10.42.0.151-443-51383-6,BMW i3,75,Station_44,Los Angeles,21-01-24 8:00,21-01-24 9:22,39.46996622,2.399707258,21.76519336,7.401232279,3,Level 1,Casual Driver,0
203.205.158.62-10.42.0.151-80-33495-6,Nissan Leaf,100,Station_86,Chicago,21-01-24 9:00,21-01-24 12:21,27.61163115,2.17471801,41.06408281,5.519114486,6,Level 1,Casual Driver,0
172.217.2.174-10.42.0.151-443-50269-6,Tesla Model 3,85,Station_44,Houston,21-01-24 10:00,21-01-24 10:37,15.25417073,3.308464005,6.762530034,1.640802843,5.166465086,Level 1,Commuter,0
174.129.32.118-10.42.0.211-443-60746-6,Hyundai Kona,85,Station_330,Houston,21-01-24 11:00,21-01-24 12:43,45.0685333,1.712579576,41.03311514,7.398448665,6,Level 1,Long-Distance Traveler,1
10.42.0.211-104.193.88.109-37722-80-6,BMW i3,100,Station_375,New York,21-01-24 12:00,21-01-24 13:15,10.15521282,1.520104462,41.1804616,6.571259003,1,Level 2,Commuter,0
172.217.10.138-10.42.0.211-443-35798-6,Tesla Model 3,75,Station_446,Los Angeles,21-01-24 13:00,21-01-24 14:38,54.99770543,3.478629285,34.58457237,36.06123732,1,DC Fast Charger,Commuter,0
172.217.10.142-10.42.0.42-443-60123-6,Hyundai Kona,75,Station_378,Houston,21-01-24 14:00,21-01-24 16:23,64.87047474,3.233908962,38.98816937,5.19759077,4,Level 1,Casual Driver,1
216.58.217.99-10.42.0.42-443-54776-6,Tesla Model 3,50,Station_390,Houston,21-01-24 15:00,21-01-24 17:56,25.13233553,1.899860257,16.20549351,32.61585547,4,Level 1,Commuter,0
10.42.0.211-10.42.0.1-60326-53-17,Chevy Bolt,100,Station_145,Chicago,21-01-24 16:00,21-01-24 19:15,14.46271926,3.400121468,44.0403543,18.41327205,2,Level 1,Long-Distance Traveler,0
174.35.73.108-10.42.0.211-80-34010-6,Tesla Model 3,100,Station_51,New York,21-01-24 17:00,21-01-24 19:32,79.41814361,2.448882988,40.53974347,21.02559183,6,DC Fast Charger,Casual Driver,0
203.205.147.229-10.42.0.211-80-34425-6,Tesla Model 3,75,Station_242,San Francisco,21-01-24 18:00,21-01-24 20:48,44.41845305,2.34437073,19.66302252,6.185543108,2,Level 1,Long-Distance Traveler,0
180.149.136.194-10.42.0.151-80-54068-6,Tesla Model 3,104.9172008,Station_294,New York,21-01-24 19:00,21-01-24 21:26,74.02042766,2.686048358,31.70343602,16.62835457,5,DC Fast Charger,Long-Distance Traveler,0
10.42.0.211-10.42.0.1-47955-53-17,BMW i3,85,Station_408,San Francisco,21-01-24 20:00,21-01-24 21:12,36.50542214,2.255525275,11.40879037,18.47198202,5,Level 2,Long-Distance Traveler,0
10.42.0.211-10.42.0.1-63362-53-17,Tesla Model 3,50,Station_51,Los Angeles,21-01-24 21:00,21-01-24 21:49,39.06708679,3.869592051,16.67473985,18.39949876,5,Level 1,Long-Distance Traveler,0
10.42.0.211-66.102.255.61-36670-443-6,Hyundai Kona,50,Station_266,Los Angeles,21-01-24 22:00,22-01-24 0:57,63.79396887,0.780726977,25.33774295,18.7730047,2,Level 2,Commuter,0
172.217.10.42-10.42.0.151-443-40641-6,Chevy Bolt,85,Station_120,Houston,21-01-24 23:00,21-01-24 23:50,67.45124177,0.849602113,45.01922284,28.34227905,0,DC Fast Charger,Casual Driver,0
10.42.0.151-36.110.213.49-37475-80-6,Chevy Bolt,62,Station_200,Los Angeles,22-01-24 0:00,22-01-24 1:51,56.888516,3.002854686,4.866182245,28.25376952,4,Level 2,Commuter,0
10.42.0.211-10.42.0.1-22881-53-17,Tesla Model 3,75,Station_405,Houston,22-01-24 1:00,22-01-24 2:26,21.81937874,1.989251571,,34.25780158,7,Level 1,Casual Driver,0
206.126.112.141-10.42.0.151-443-33481-6,BMW i3,62,Station_248,New York,22-01-24 2:00,22-01-24 5:27,47.01289217,1.666889947,32.35176075,5.890131948,6,Level 2,Commuter,0
10.42.0.151-10.42.0.1-59180-53-17,BMW i3,75,Station_70,Los Angeles,22-01-24 3:00,22-01-24 4:43,73.61974525,3.512410977,25.2762721,24.75324613,2,Level 2,Casual Driver,0
10.42.0.211-31.13.71.37-56552-443-6,Hyundai Kona,85,Station_341,New York,22-01-24 4:00,22-01-24 6:07,,1.492137027,35.50260396,23.10830642,3,Level 2,Long-Distance Traveler,1
172.217.6.202-10.42.0.151-443-58663-6,Tesla Model 3,51.40198312,Station_57,New York,22-01-24 5:00,22-01-24 8:03,41.94358637,2.536956323,11.33623934,23.05307356,3,Level 2,Long-Distance Traveler,0
10.42.0.1-10.42.0.42-53-45161-17,Chevy Bolt,50,Station_382,Los Angeles,22-01-24 6:00,22-01-24 9:07,37.16292615,2.50980015,16.71357047,34.25723802,7,Level 2,Commuter,1
10.42.0.211-106.39.169.66-53142-80-6,BMW i3,75,Station_39,New York,22-01-24 7:00,22-01-24 10:50,34.6610021,3.176318943,20.93942019,8.045236856,2,DC Fast Charger,Commuter,0
182.254.5.234-10.42.0.211-80-55881-6,Tesla Model 3,99.53686937,Station_472,Los Angeles,22-01-24 8:00,22-01-24 10:19,,1.815589988,24.30463262,28.01344621,5,DC Fast Charger,Long-Distance Traveler,0
219.142.78.162-10.42.0.42-80-47657-6,BMW i3,174.4096677,Station_289,Los Angeles,22-01-24 9:00,22-01-24 11:24,8.89115582,2.884394706,48.73579806,8.586459321,4,Level 1,Commuter,0
10.42.0.1-10.42.0.42-5351-42096-17,BMW i3,62,Station_443,Los Angeles,22-01-24 10:00,22-01-24 13:08,29.37932325,3.713389686,9.761640088,38.97025293,7,DC Fast Charger,Commuter,0
10.42.0.211-64.71.142.124-42996-443-6,Chevy Bolt,85,Station_18,San Francisco,22-01-24 11:00,22-01-24 12:11,6.538370227,0.476488858,,38.99101192,2,DC Fast Charger,Casual Driver,1
10.42.0.151-72.5.205.22-47298-443-6,Nissan Leaf,50,Station_440,New York,22-01-24 12:00,22-01-24 13:37,70.38996844,1.637471633,,32.26140542,4,Level 1,Casual Driver,0
10.42.0.42-54.239.17.112-38492-443-6,Hyundai Kona,62,Station_220,Chicago,22-01-24 13:00,22-01-24 16:38,16.08097433,3.268899414,36.72813141,69.40774319,0,DC Fast Charger,Casual Driver,0
10.42.0.211-66.198.24.253-37943-443-6,Hyundai Kona,75,Station_313,Los Angeles,22-01-24 14:00,22-01-24 17:38,7.557567403,1.500672016,43.23390652,28.5246858,3,Level 1,Commuter,0
140.205.134.25-10.42.0.211-443-33608-6,Chevy Bolt,54.37091028,Station_244,New York,22-01-24 15:00,22-01-24 16:39,15.80779723,0.72723268,7.184034011,30.31309028,7,Level 1,Long-Distance Traveler,0
172.217.6.206-10.42.0.151-443-45745-6,BMW i3,85,Station_352,Houston,22-01-24 16:00,22-01-24 17:47,60.12372287,2.969014435,30.65934381,19.6272772,6,DC Fast Charger,Long-Distance Traveler,0
10.42.0.211-10.42.0.1-24963-53-17,Tesla Model 3,85,Station_460,Los Angeles,22-01-24 17:00,22-01-24 20:45,67.93942572,1.223061893,17.8996643,0.307085453,3,Level 2,Long-Distance Traveler,0
220.181.7.190-10.42.0.42-443-40329-6,BMW i3,50,Station_304,Los Angeles,22-01-24 18:00,22-01-24 19:59,70.04034617,2.934265526,32.41028761,16.57654005,7,Level 1,Long-Distance Traveler,0
10.42.0.42-98.139.183.24-40204-443-6,Chevy Bolt,85,Station_298,Chicago,22-01-24 19:00,22-01-24 21:20,68.55546012,0.620746088,6.326355676,13.36561763,0.917719641,Level 2,Casual Driver,0
157.240.2.35-10.42.0.211-443-48743-6,Hyundai Kona,75,Station_283,San Francisco,22-01-24 20:00,22-01-24 22:21,36.56579373,1.591615524,46.26542307,23.2899473,1.806079637,Level 1,Casual Driver,0
198.11.132.178-10.42.0.211-443-41230-6,BMW i3,100,Station_74,San Francisco,22-01-24 21:00,22-01-24 23:12,20.45364202,0.919790644,26.50464266,9.318802731,1,DC Fast Charger,Commuter,1
10.42.0.211-10.42.0.1-57102-53-17,Hyundai Kona,100,Station_110,Los Angeles,22-01-24 22:00,23-01-24 0:54,9.716946684,2.368096933,43.55543394,25.71904075,4,Level 2,Long-Distance Traveler,0
172.217.10.227-10.42.0.151-443-57052-6,Tesla Model 3,62,Station_180,New York,22-01-24 23:00,22-01-24 23:48,61.68434322,0.67430099,13.41280161,29.84073473,6,Level 1,Commuter,0
239.255.255.250-10.42.0.1-1900-51026-17,Hyundai Kona,62,Station_426,Houston,23-01-24 0:00,23-01-24 3:28,28.57887808,0.977279788,18.89050926,36.55775619,3,DC Fast Charger,Long-Distance Traveler,0
172.217.10.42-10.42.0.151-443-33947-6,Hyundai Kona,62,Station_32,Houston,23-01-24 1:00,23-01-24 2:39,21.13404478,3.898518143,32.2920457,10.72715124,5,Level 2,Long-Distance Traveler,0
