Fid,Vehicle_Model,Battery_Capacity_kWh,Charging_Station_ID,Charging Station Location,Charging_Start_Time,Charging_EndTime,Energy_Consumed_kWh,Charging_Duration_hours,Charging_Rate_kW,Charging_Cost_USD,Vehicle_Age_years,Charger_Type,User_Type,Label,Results
151.101.1.140-10.42.0.151-443-52453-6,Chevy Bolt,100.0,Station_267,Chicago,19-01-24 11:00,19-01-24 11:39,49.54554657,0.6749395029999999,27.00766346,5.384944037,7.0,DC Fast Charger,Long-Distance Traveler,0,0
174.35.73.99-10.42.0.211-80-57674-6,Hyundai Kona,85.0,Station_447,New York,19-01-24 12:00,19-01-24 12:37,72.83010774,1.607848526,45.37916920000001,5.708701645,0.910504317,Level 2,Casual Driver,0,0
169.45.219.236-10.42.0.42-443-43380-6,BMW i3,100.0,Station_441,Chicago,19-01-24 13:00,19-01-24 15:58,71.12558827,0.823473852,14.16712914,11.34857955,5.0,Level 2,Casual Driver,0,0
180.76.175.73-10.42.0.42-80-34928-6,Chevy Bolt,100.0,Station_383,Los Angeles,19-01-24 14:00,19-01-24 17:54,36.24441708,0.69732367,12.83088143,9.742134927999999,6.0,Level 1,Casual Driver,0,0
172.217.9.227-10.42.0.42-443-60974-17,Tesla Model 3,127.280274,Station_140,San Francisco,19-01-24 15:00,19-01-24 16:28,53.39924326,3.430514507,49.76976564,15.31997094,6.0,Level 1,Long-Distance Traveler,0,0
172.217.12.174-10.42.0.151-443-36482-6,Tesla Model 3,107.43195449999999,Station_329,Los Angeles,19-01-24 16:00,19-01-24 19:27,5.746444809,0.58102956,7.0076377370000005,20.6525859,3.0,Level 2,Commuter,0,0
10.42.0.151-23.66.239.97-42279-443-6,Nissan Leaf,62.0,Station_2,Los Angeles,19-01-24 17:00,19-01-24 20:46,9.737039612,3.070307175,3.6452822589999996,39.66248652,4.0,Level 1,Casual Driver,0,0
172.217.10.110-10.42.0.151-443-41141-6,Chevy Bolt,85.0,Station_8,Los Angeles,19-01-24 18:00,19-01-24 21:47,39.46218311,1.6454098080000001,40.99837534,21.6727573,2.0,DC Fast Charger,Commuter,0,0
172.217.10.99-10.42.0.151-443-52632-6,BMW i3,85.0,Station_250,Houston,19-01-24 19:00,19-01-24 19:59,63.83060875,2.45865252,38.13906947,6.759900462,2.044744282,Level 2,Casual Driver,0,0
10.42.0.211-54.175.121.125-47194-443-6,Hyundai Kona,85.0,Station_139,Chicago,19-01-24 20:00,19-01-24 22:54,72.94802476,3.7579528439999996,14.7901193,10.5217203,2.0,Level 2,Casual Driver,0,0
10.42.0.151-121.29.54.142-59448-80-6,Hyundai Kona,62.0,Station_124,Chicago,19-01-24 21:00,20-01-24 0:52,21.09784722,3.468062458,37.26275519,25.55170952,1.0,Level 2,Long-Distance Traveler,0,0
10.42.0.42-61.135.185.139-58136-80-6,BMW i3,62.0,Station_309,Chicago,19-01-24 22:00,19-01-24 22:49,58.79144233,2.4717227680000002,34.24176571,19.21594181,7.0,Level 1,Casual Driver,0,0
10.42.0.211-77.234.44.199-48361-80-6,Nissan Leaf,62.0,Station_228,Houston,19-01-24 23:00,20-01-24 0:17,65.18392769,2.408337112,38.57770533,33.18646283,1.0,Level 1,Commuter,0,0
220.170.182.31-10.42.0.211-443-37059-6,Hyundai Kona,85.0,Station_10,San Francisco,20-01-24 0:00,20-01-24 3:50,72.54995631,0.359917241,35.11270258,32.06992949,0.0,DC Fast Charger,Commuter,0,0
10.42.0.211-23.21.95.195-45086-443-6,Chevy Bolt,100.0,Station_469,Los Angeles,20-01-24 1:00,20-01-24 3:39,57.55690006,3.34150378,13.03628314,14.25810935,2.0,Level 1,Casual Driver,0,0
172.217.7.195-10.42.0.211-443-53937-6,Nissan Leaf,52.33224826,Station_212,San Francisco,20-01-24 2:00,20-01-24 3:06,67.41433642,3.043865243,48.63021491,11.126090099999999,6.238923431,Level 1,Commuter,0,0
169.53.71.229-10.42.0.151-443-37218-6,Chevy Bolt,75.0,Station_112,Houston,20-01-24 3:00,20-01-24 5:38,21.03051965,2.844416686,8.332992518,8.848458662,2.081759465,DC Fast Charger,Commuter,0,0
173.241.242.143-10.42.0.211-443-58519-6,Tesla Model 3,62.0,Station_8,Chicago,20-01-24 4:00,20-01-24 6:41,16.472140300000003,1.771715317,22.11445681,24.10975593,0.0,Level 2,Commuter,0,0
172.217.6.206-10.42.0.151-443-59678-6,Nissan Leaf,50.0,Station_292,Los Angeles,20-01-24 5:00,20-01-24 7:09,78.30687813,2.40015746,11.811002499999999,29.76314299,1.0,Level 2,Commuter,0,0
10.42.0.151-10.42.0.1-20779-53-17,Hyundai Kona,85.0,Station_477,New York,20-01-24 6:00,20-01-24 7:23,38.599659100000004,3.911414722,31.47135995,22.30986686,6.0,DC Fast Charger,Commuter,0,0
172.217.12.170-10.42.0.211-443-59332-6,Nissan Leaf,85.0,Station_362,New York,20-01-24 7:00,20-01-24 9:31,26.56650923,1.065556256,43.37591643,32.62696634,7.0,Level 1,Casual Driver,0,0
10.42.0.42-104.254.66.16-45746-80-6,Nissan Leaf,100.0,Station_460,San Francisco,20-01-24 8:00,20-01-24 8:54,23.02231536,2.6456373980000003,6.999032822,5.056096912,6.0,DC Fast Charger,Commuter,0,0
10.42.0.151-104.192.110.245-36234-80-6,Nissan Leaf,85.0,Station_253,Chicago,20-01-24 9:00,20-01-24 11:40,62.04960065,1.177716989,31.37496792,35.34478943,5.0,DC Fast Charger,Commuter,0,0
10.42.0.151-10.42.0.1-60509-53-17,Nissan Leaf,85.0,Station_14,New York,20-01-24 10:00,20-01-24 10:38,58.09105214,2.649403041,7.0696532770000005,30.93345703,4.0,Level 2,Casual Driver,0,0
10.42.0.1-10.42.0.42-53-10676-17,Chevy Bolt,75.0,Station_240,San Francisco,20-01-24 11:00,20-01-24 14:53,63.29716819,0.8335445840000001,30.686694800000005,5.541127115,4.0,Level 1,Long-Distance Traveler,0,0
10.42.0.211-10.42.0.1-23219-53-17,Tesla Model 3,39.29742253,Station_438,Houston,20-01-24 12:00,20-01-24 15:51,21.002230100000002,1.863435975,26.23272288,33.58178282,7.0,Level 2,Commuter,0,0
192.229.173.173-10.42.0.211-80-44544-6,BMW i3,62.0,Station_242,San Francisco,20-01-24 13:00,20-01-24 14:03,36.32292544,2.005413958,19.41352971,32.62019608,1.0871107279999999,Level 2,Long-Distance Traveler,0,0
10.42.0.211-69.147.82.60-58932-443-6,Nissan Leaf,129.5241594,Station_469,San Francisco,20-01-24 14:00,20-01-24 15:12,65.45087829,3.9192599589999997,47.44351917,11.05758726,0.0,DC Fast Charger,Long-Distance Traveler,1,1
10.42.0.151-52.179.184.189-41331-443-6,Hyundai Kona,85.0,Station_342,San Francisco,20-01-24 15:00,20-01-24 16:43,46.92333915,2.219335716,38.70199053,16.96100622,6.0,Level 2,Casual Driver,0,0
10.42.0.211-23.219.23.167-50256-80-6,Nissan Leaf,62.0,Station_149,Los Angeles,20-01-24 16:00,20-01-24 18:03,45.35506631,1.46427807,,34.75363397,6.0,Level 2,Long-Distance Traveler,0,0
172.217.10.14-10.42.0.151-443-45882-6,Hyundai Kona,75.0,Station_236,San Francisco,20-01-24 17:00,20-01-24 17:51,44.72944868,1.354715656,36.47363188,23.68478638,0.0,Level 2,Long-Distance Traveler,0,0
216.58.219.206-10.42.0.42-443-54791-6,Chevy Bolt,100.0,Station_306,San Francisco,20-01-24 18:00,20-01-24 19:39,57.85966999,3.104775855,40.17499281,36.94377035,5.0,Level 1,Long-Distance Traveler,0,0
10.42.0.211-123.125.29.220-32829-80-6,Hyundai Kona,85.0,Station_478,Los Angeles,20-01-24 19:00,20-01-24 21:39,25.89259649,2.574703048,23.43530218,36.64684726,6.0,Level 1,Casual Driver,0,0
183.3.235.80-10.42.0.211-80-34322-6,BMW i3,50.0,Station_167,Los Angeles,20-01-24 20:00,20-01-24 22:03,65.8986118,2.155199156,39.45935876,10.07764264,3.0,Level 2,Commuter,0,0
172.217.11.3-10.42.0.151-443-33005-6,Tesla Model 3,75.0,Station_20,Houston,20-01-24 21:00,21-01-24 0:43,34.80201788,0.852049798,16.59673018,28.32797875,2.0,DC Fast Charger,Casual Driver,0,0
203.90.242.126-10.42.0.42-443-33934-6,Hyundai Kona,3.8385180739999996,Station_216,Chicago,20-01-24 22:00,20-01-24 23:01,18.86945141,3.985459606,44.01084819,13.00840517,5.0,DC Fast Charger,Casual Driver,0,0
10.42.0.211-64.71.142.95-42899-443-6,Hyundai Kona,78.84320421,Station_343,New York,20-01-24 23:00,21-01-24 1:15,77.34671417,1.816524245,7.851894641,37.60901009,7.0,Level 2,Casual Driver,0,0
173.194.175.138-10.42.0.151-443-59887-6,Tesla Model 3,100.0,Station_135,New York,21-01-24 0:00,21-01-24 2:53,31.7311032,2.648982934,68.54260187,16.74899045,1.0,Level 1,Commuter,0,0
10.42.0.211-23.219.23.166-41672-80-6,BMW i3,100.0,Station_393,San Francisco,21-01-24 1:00,21-01-24 4:53,41.27067551,3.490912756,6.792363387999999,27.60932374,1.0,DC Fast Charger,Long-Distance Traveler,0,0
10.42.0.151-10.42.0.1-23111-53-17,Nissan Leaf,75.0,Station_129,Houston,21-01-24 2:00,21-01-24 2:30,41.95057477,1.0209988140000001,39.2570047,21.59769815,7.0,DC Fast Charger,Commuter,0,0
172.217.6.206-10.42.0.211-443-46931-6,Hyundai Kona,85.0,Station_410,San Francisco,21-01-24 3:00,21-01-24 4:41,46.41206202,0.851404002,28.15532238,32.59270547,5.0,Level 1,Long-Distance Traveler,0,0
172.217.1.163-10.42.0.42-443-60768-6,Tesla Model 3,75.0,Station_422,New York,21-01-24 4:00,21-01-24 7:25,21.40957637,2.688747406,24.62570106,14.89769218,7.0,Level 1,Commuter,0,0
10.42.0.151-10.42.0.1-17576-53-17,Chevy Bolt,100.0,Station_294,Los Angeles,21-01-24 5:00,21-01-24 6:19,54.99600399,1.246249685,23.09310458,36.9679954,7.0,DC Fast Charger,Casual Driver,0,0
172.217.3.104-10.42.0.42-443-57298-6,Tesla Model 3,100.0,Station_246,Chicago,21-01-24 6:00,21-01-24 8:50,7.739028454,2.1044905590000003,36.45383942,15.48829234,6.0,Level 2,Casual Driver,0,0
10.42.0.211-98.139.180.180-46411-443-6,Chevy Bolt,62.0,Station_189,Houston,21-01-24 7:00,21-01-24 7:44,11.48343149,3.6215379430000003,21.47990189,13.02678002,0.0,DC Fast Charger,Long-Distance Traveler,1,1
172.217.10.35-10.42.0.151-443-51383-6,BMW i3,75.0,Station_44,Los Angeles,21-01-24 8:00,21-01-24 9:22,39.46996622,2.3997072580000003,21.76519336,7.401232278999999,3.0,Level 1,Casual Driver,0,0
203.205.158.62-10.42.0.151-80-33495-6,Nissan Leaf,100.0,Station_86,Chicago,21-01-24 9:00,21-01-24 12:21,27.61163115,2.17471801,41.06408281,5.519114486,6.0,Level 1,Casual Driver,0,0
172.217.2.174-10.42.0.151-443-50269-6,Tesla Model 3,85.0,Station_44,Houston,21-01-24 10:00,21-01-24 10:37,15.25417073,3.308464005,6.762530034,1.6408028430000001,5.1664650860000005,Level 1,Commuter,0,0
174.129.32.118-10.42.0.211-443-60746-6,Hyundai Kona,85.0,Station_330,Houston,21-01-24 11:00,21-01-24 12:43,45.0685333,1.712579576,41.03311514,7.398448665,6.0,Level 1,Long-Distance Traveler,1,1
10.42.0.211-104.193.88.109-37722-80-6,BMW i3,100.0,Station_375,New York,21-01-24 12:00,21-01-24 13:15,10.15521282,1.520104462,41.1804616,6.571259003,1.0,Level 2,Commuter,0,0
172.217.10.138-10.42.0.211-443-35798-6,Tesla Model 3,75.0,Station_446,Los Angeles,21-01-24 13:00,21-01-24 14:38,54.99770543,3.478629285,34.58457237,36.06123732,1.0,DC Fast Charger,Commuter,0,0
172.217.10.142-10.42.0.42-443-60123-6,Hyundai Kona,75.0,Station_378,Houston,21-01-24 14:00,21-01-24 16:23,64.87047474,3.2339089619999997,38.98816937,5.19759077,4.0,Level 1,Casual Driver,1,1
216.58.217.99-10.42.0.42-443-54776-6,Tesla Model 3,50.0,Station_390,Houston,21-01-24 15:00,21-01-24 17:56,25.13233553,1.8998602569999998,16.20549351,32.61585547,4.0,Level 1,Commuter,0,0
10.42.0.211-10.42.0.1-60326-53-17,Chevy Bolt,100.0,Station_145,Chicago,21-01-24 16:00,21-01-24 19:15,14.46271926,3.400121468,44.0403543,18.41327205,2.0,Level 1,Long-Distance Traveler,0,0
174.35.73.108-10.42.0.211-80-34010-6,Tesla Model 3,100.0,Station_51,New York,21-01-24 17:00,21-01-24 19:32,79.41814361,2.4488829880000003,40.53974347,21.02559183,6.0,DC Fast Charger,Casual Driver,0,0
203.205.147.229-10.42.0.211-80-34425-6,Tesla Model 3,75.0,Station_242,San Francisco,21-01-24 18:00,21-01-24 20:48,44.41845305,2.34437073,19.66302252,6.185543107999999,2.0,Level 1,Long-Distance Traveler,0,0
180.149.136.194-10.42.0.151-80-54068-6,Tesla Model 3,104.91720079999999,Station_294,New York,21-01-24 19:00,21-01-24 21:26,74.02042766,2.6860483580000003,31.70343602,16.62835457,5.0,DC Fast Charger,Long-Distance Traveler,0,0
10.42.0.211-10.42.0.1-47955-53-17,BMW i3,85.0,Station_408,San Francisco,21-01-24 20:00,21-01-24 21:12,36.50542214,2.255525275,11.40879037,18.47198202,5.0,Level 2,Long-Distance Traveler,0,0
10.42.0.211-10.42.0.1-63362-53-17,Tesla Model 3,50.0,Station_51,Los Angeles,21-01-24 21:00,21-01-24 21:49,39.06708679,3.869592051,16.67473985,18.39949876,5.0,Level 1,Long-Distance Traveler,0,0
10.42.0.211-66.102.255.61-36670-443-6,Hyundai Kona,50.0,Station_266,Los Angeles,21-01-24 22:00,22-01-24 0:57,63.79396887,0.780726977,25.33774295,18.773004699999998,2.0,Level 2,Commuter,0,0
172.217.10.42-10.42.0.151-443-40641-6,Chevy Bolt,85.0,Station_120,Houston,21-01-24 23:00,21-01-24 23:50,67.45124177,0.849602113,45.01922284,28.34227905,0.0,DC Fast Charger,Casual Driver,0,0
10.42.0.151-36.110.213.49-37475-80-6,Chevy Bolt,62.0,Station_200,Los Angeles,22-01-24 0:00,22-01-24 1:51,56.888516,3.002854686,4.866182245,28.25376952,4.0,Level 2,Commuter,0,0
10.42.0.211-10.42.0.1-22881-53-17,Tesla Model 3,75.0,Station_405,Houston,22-01-24 1:00,22-01-24 2:26,21.81937874,1.9892515709999998,,34.25780158,7.0,Level 1,Casual Driver,0,0
206.126.112.141-10.42.0.151-443-33481-6,BMW i3,62.0,Station_248,New York,22-01-24 2:00,22-01-24 5:27,47.01289217,1.6668899469999998,32.35176075,5.890131948,6.0,Level 2,Commuter,0,0
10.42.0.151-10.42.0.1-59180-53-17,BMW i3,75.0,Station_70,Los Angeles,22-01-24 3:00,22-01-24 4:43,73.61974525,3.512410977,25.276272100000003,24.75324613,2.0,Level 2,Casual Driver,0,0
10.42.0.211-31.13.71.37-56552-443-6,Hyundai Kona,85.0,Station_341,New York,22-01-24 4:00,22-01-24 6:07,,1.4921370269999998,35.50260396,23.10830642,3.0,Level 2,Long-Distance Traveler,1,1
172.217.6.202-10.42.0.151-443-58663-6,Tesla Model 3,51.40198312,Station_57,New York,22-01-24 5:00,22-01-24 8:03,41.94358637,2.536956323,11.33623934,23.05307356,3.0,Level 2,Long-Distance Traveler,0,0
10.42.0.1-10.42.0.42-53-45161-17,Chevy Bolt,50.0,Station_382,Los Angeles,22-01-24 6:00,22-01-24 9:07,37.16292615,2.50980015,16.71357047,34.25723802,7.0,Level 2,Commuter,1,1
10.42.0.211-106.39.169.66-53142-80-6,BMW i3,75.0,Station_39,New York,22-01-24 7:00,22-01-24 10:50,34.6610021,3.176318943,20.93942019,8.045236856,2.0,DC Fast Charger,Commuter,0,0
182.254.5.234-10.42.0.211-80-55881-6,Tesla Model 3,99.53686937,Station_472,Los Angeles,22-01-24 8:00,22-01-24 10:19,,1.8155899880000002,24.30463262,28.01344621,5.0,DC Fast Charger,Long-Distance Traveler,0,0
219.142.78.162-10.42.0.42-80-47657-6,BMW i3,174.4096677,Station_289,Los Angeles,22-01-24 9:00,22-01-24 11:24,8.89115582,2.884394706,48.73579806,8.586459321,4.0,Level 1,Commuter,0,0
10.42.0.1-10.42.0.42-5351-42096-17,BMW i3,62.0,Station_443,Los Angeles,22-01-24 10:00,22-01-24 13:08,29.37932325,3.713389686,9.761640088,38.97025293,7.0,DC Fast Charger,Commuter,0,0
10.42.0.211-64.71.142.124-42996-443-6,Chevy Bolt,85.0,Station_18,San Francisco,22-01-24 11:00,22-01-24 12:11,6.538370227000001,0.47648885799999996,,38.99101192,2.0,DC Fast Charger,Casual Driver,1,1
10.42.0.151-72.5.205.22-47298-443-6,Nissan Leaf,50.0,Station_440,New York,22-01-24 12:00,22-01-24 13:37,70.38996844,1.637471633,,32.26140542,4.0,Level 1,Casual Driver,0,0
10.42.0.42-54.239.17.112-38492-443-6,Hyundai Kona,62.0,Station_220,Chicago,22-01-24 13:00,22-01-24 16:38,16.08097433,3.268899414,36.72813141,69.40774319,0.0,DC Fast Charger,Casual Driver,0,0
10.42.0.211-66.198.24.253-37943-443-6,Hyundai Kona,75.0,Station_313,Los Angeles,22-01-24 14:00,22-01-24 17:38,7.557567402999999,1.500672016,43.23390652,28.5246858,3.0,Level 1,Commuter,0,0
140.205.134.25-10.42.0.211-443-33608-6,Chevy Bolt,54.37091028,Station_244,New York,22-01-24 15:00,22-01-24 16:39,15.80779723,0.72723268,7.1840340110000005,30.31309028,7.0,Level 1,Long-Distance Traveler,0,0
172.217.6.206-10.42.0.151-443-45745-6,BMW i3,85.0,Station_352,Houston,22-01-24 16:00,22-01-24 17:47,60.12372287,2.969014435,30.65934381,19.627277199999998,6.0,DC Fast Charger,Long-Distance Traveler,0,0
10.42.0.211-10.42.0.1-24963-53-17,Tesla Model 3,85.0,Station_460,Los Angeles,22-01-24 17:00,22-01-24 20:45,67.93942572,1.223061893,17.8996643,0.307085453,3.0,Level 2,Long-Distance Traveler,0,0
220.181.7.190-10.42.0.42-443-40329-6,BMW i3,50.0,Station_304,Los Angeles,22-01-24 18:00,22-01-24 19:59,70.04034617,2.9342655260000003,32.41028761,16.57654005,7.0,Level 1,Long-Distance Traveler,0,0
10.42.0.42-98.139.183.24-40204-443-6,Chevy Bolt,85.0,Station_298,Chicago,22-01-24 19:00,22-01-24 21:20,68.55546012,0.620746088,6.326355676,13.36561763,0.9177196409999999,Level 2,Casual Driver,0,0
157.240.2.35-10.42.0.211-443-48743-6,Hyundai Kona,75.0,Station_283,San Francisco,22-01-24 20:00,22-01-24 22:21,36.56579373,1.591615524,46.26542307,23.2899473,1.8060796369999998,Level 1,Casual Driver,0,0
198.11.132.178-10.42.0.211-443-41230-6,BMW i3,100.0,Station_74,San Francisco,22-01-24 21:00,22-01-24 23:12,20.45364202,0.9197906440000001,26.50464266,9.318802731,1.0,DC Fast Charger,Commuter,1,1
10.42.0.211-10.42.0.1-57102-53-17,Hyundai Kona,100.0,Station_110,Los Angeles,22-01-24 22:00,23-01-24 0:54,9.716946684,2.368096933,43.55543394,25.71904075,4.0,Level 2,Long-Distance Traveler,0,0
172.217.10.227-10.42.0.151-443-57052-6,Tesla Model 3,62.0,Station_180,New York,22-01-24 23:00,22-01-24 23:48,61.68434322,0.67430099,13.41280161,29.84073473,6.0,Level 1,Commuter,0,0
239.255.255.250-10.42.0.1-1900-51026-17,Hyundai Kona,62.0,Station_426,Houston,23-01-24 0:00,23-01-24 3:28,28.57887808,0.9772797879999999,18.89050926,36.55775619,3.0,DC Fast Charger,Long-Distance Traveler,0,0
172.217.10.42-10.42.0.151-443-33947-6,Hyundai Kona,62.0,Station_32,Houston,23-01-24 1:00,23-01-24 2:39,21.13404478,3.898518143,32.2920457,10.72715124,5.0,Level 2,Long-Distance Traveler,0,0
172.217.10.3-10.42.0.151-443-38094-6,Nissan Leaf,85.0,Station_234,New York,23-01-24 2:00,23-01-24 3:32,46.76604426,0.897608293,1.472549139,36.6989178,7.0,DC Fast Charger,Commuter,0,0
203.205.158.44-10.42.0.151-80-39958-6,Nissan Leaf,87.48862387,Station_282,Los Angeles,23-01-24 3:00,23-01-24 4:44,17.75977455,2.715262625,42.822405100000005,29.86525329,0.0,DC Fast Charger,Casual Driver,0,0
172.217.10.142-10.42.0.211-443-51753-6,Nissan Leaf,50.0,Station_25,Houston,23-01-24 4:00,23-01-24 7:57,79.39006382,2.7143078160000003,19.13778917,21.85267826,4.0,Level 2,Commuter,0,0
10.42.0.211-103.235.46.212-38453-443-6,Hyundai Kona,100.0,Station_331,San Francisco,23-01-24 5:00,23-01-24 8:07,21.06915758,3.7240547289999997,28.50901498,37.40768483,7.0,Level 1,Commuter,0,0
10.42.0.42-62.138.0.117-57347-80-6,Chevy Bolt,50.0,Station_279,New York,23-01-24 6:00,23-01-24 9:02,19.40252393,2.052873699,5.0108379,12.09640443,6.0,Level 1,Long-Distance Traveler,0,0
10.42.0.211-121.12.98.63-46634-80-6,Hyundai Kona,62.0,Station_226,Chicago,23-01-24 7:00,23-01-24 9:13,,1.7443737780000002,27.83149924,36.42301294,6.0,DC Fast Charger,Casual Driver,0,0
208.80.154.224-10.42.0.211-443-34709-6,Chevy Bolt,85.0,Station_57,Los Angeles,23-01-24 8:00,23-01-24 9:44,44.87005618,1.587339771,41.41945903,34.23881023,3.0,Level 1,Commuter,1,1
202.77.129.150-10.42.0.42-80-36058-6,Chevy Bolt,62.0,Station_180,New York,23-01-24 9:00,23-01-24 11:37,46.21171801,3.4131659919999997,48.97288766,28.83486129,4.0,Level 2,Casual Driver,0,0
10.42.0.211-64.71.142.110-60202-443-6,Nissan Leaf,85.0,Station_232,Houston,23-01-24 10:00,23-01-24 13:48,,4.141746359,34.69206917,32.206116800000004,2.0,Level 2,Casual Driver,0,0
10.42.0.211-10.42.0.1-62787-53-17,BMW i3,62.0,Station_382,Los Angeles,23-01-24 11:00,23-01-24 14:03,57.03840397,2.187880573,43.96739064,8.958090112999999,5.0,DC Fast Charger,Casual Driver,0,0
10.42.0.211-119.146.74.33-50668-443-6,Tesla Model 3,62.0,Station_343,San Francisco,23-01-24 12:00,23-01-24 13:25,32.93955896,3.26383962,38.70625781,29.96268706,2.0,DC Fast Charger,Casual Driver,0,0
10.42.0.211-10.42.0.1-8544-53-17,Nissan Leaf,75.0,Station_477,Los Angeles,23-01-24 13:00,23-01-24 13:51,63.02355463,1.328228592,8.559006857,17.57057593,9.076121184,Level 2,Long-Distance Traveler,0,0
10.42.0.211-10.42.0.1-29339-53-17,Nissan Leaf,51.11291392,Station_287,Los Angeles,23-01-24 14:00,23-01-24 15:58,33.01397482,2.661667835,31.90399753,31.92329176,0.0,Level 2,Long-Distance Traveler,0,0
203.205.158.62-10.42.0.42-80-41499-6,BMW i3,62.0,Station_64,San Francisco,23-01-24 15:00,23-01-24 15:48,56.6174958,1.255428688,,37.14195812,4.0,DC Fast Charger,Long-Distance Traveler,0,0
10.42.0.211-123.125.115.164-42267-443-6,Tesla Model 3,50.0,Station_455,San Francisco,23-01-24 16:00,23-01-24 19:08,53.17397382,0.626534312,19.1491932,26.68776576,2.0,DC Fast Charger,Long-Distance Traveler,0,0
10.42.0.211-72.21.206.140-43242-443-6,Hyundai Kona,50.0,Station_232,Los Angeles,23-01-24 17:00,23-01-24 17:55,51.87067063,3.860721725,28.74682187,20.190399399999997,4.0,Level 2,Long-Distance Traveler,0,0
172.217.9.240-10.42.0.151-443-54663-6,Hyundai Kona,100.0,Station_289,San Francisco,23-01-24 18:00,23-01-24 21:19,64.30797978,2.47265805,33.3084678,14.19513062,6.0,DC Fast Charger,Commuter,1,1
10.42.0.211-10.42.0.1-14188-53-17,Nissan Leaf,75.0,Station_213,New York,23-01-24 19:00,23-01-24 22:18,4.288320356,2.459856159,38.84166728,41.86809853,5.0,Level 1,Casual Driver,0,0
207.253.122.41-10.42.0.42-80-46745-6,Tesla Model 3,85.0,Station_258,San Francisco,23-01-24 20:00,23-01-24 20:52,56.72762318,2.014009928,11.92634021,19.14476389,6.0,Level 2,Long-Distance Traveler,0,0
157.240.2.25-10.42.0.151-443-40848-6,Nissan Leaf,75.0,Station_18,San Francisco,23-01-24 21:00,23-01-24 22:16,44.90995547,0.893940776,16.74923596,32.16053904,6.0,Level 2,Casual Driver,0,0
172.217.10.110-10.42.0.151-443-51893-6,Chevy Bolt,85.0,Station_175,Los Angeles,23-01-24 22:00,23-01-24 22:42,13.8765576,2.164520934,46.75927145,9.886443112,7.0,DC Fast Charger,Long-Distance Traveler,1,1
10.42.0.211-114.112.89.213-42465-80-6,Nissan Leaf,62.0,Station_417,New York,23-01-24 23:00,24-01-24 0:35,39.37124123,1.411375548,26.03760746,27.08246763,5.0,DC Fast Charger,Long-Distance Traveler,0,0
209.10.120.26-10.42.0.211-80-60581-6,Nissan Leaf,46.66953089,Station_229,Chicago,24-01-24 0:00,24-01-24 3:43,11.75852247,3.042249562,34.72004456,13.28862701,3.0,Level 2,Commuter,0,0
10.42.0.211-54.225.74.80-59626-443-6,Hyundai Kona,100.0,Station_226,Chicago,24-01-24 1:00,24-01-24 3:53,49.89778841,2.401506165,44.04748118,37.87326035,2.0,DC Fast Charger,Casual Driver,0,0
216.58.219.228-10.42.0.42-443-33238-6,Hyundai Kona,85.0,Station_84,Houston,24-01-24 2:00,24-01-24 3:42,64.60983161,1.226894334,3.9913595510000004,37.08082729,4.0,Level 1,Long-Distance Traveler,0,0
140.205.230.8-10.42.0.211-443-43626-6,Hyundai Kona,50.0,Station_291,San Francisco,24-01-24 3:00,24-01-24 6:05,12.59488857,3.42047996,13.28681165,25.13861353,2.0,DC Fast Charger,Long-Distance Traveler,1,1
151.101.21.63-10.42.0.211-443-48106-6,Chevy Bolt,75.0,Station_435,San Francisco,24-01-24 4:00,24-01-24 5:46,65.59742669,1.026892846,5.587311138,2.348075123,1.0,Level 2,Commuter,0,0
183.79.17.107-10.42.0.211-443-58470-6,Hyundai Kona,50.0,Station_370,New York,24-01-24 5:00,24-01-24 8:12,8.112447829,1.652458437,37.29155391,32.12876,1.9578939069999999,DC Fast Charger,Casual Driver,0,0
10.42.0.211-10.42.0.1-7074-53-17,Tesla Model 3,85.0,Station_246,Chicago,24-01-24 6:00,24-01-24 9:18,48.96111526,2.9675701219999997,28.59951519,12.32649015,4.0,Level 2,Casual Driver,0,0
10.42.0.42-47.89.69.218-56726-443-6,BMW i3,62.0,Station_402,Houston,24-01-24 7:00,24-01-24 10:54,34.38288065,2.5209330690000002,6.558201297,22.8763766,7.0,Level 1,Long-Distance Traveler,0,0
10.42.0.42-123.125.29.220-49226-80-6,Tesla Model 3,50.0,Station_110,New York,24-01-24 8:00,24-01-24 9:00,52.55689588,1.038957966,37.50238774,26.92281538,1.0,Level 2,Commuter,0,0
180.149.138.197-10.42.0.151-80-41213-6,Tesla Model 3,62.0,Station_254,San Francisco,24-01-24 9:00,24-01-24 10:54,37.23027567,1.315829248,4.302635826,24.62547644,6.0,Level 1,Commuter,1,1
198.105.244.11-10.42.0.211-80-43555-6,Hyundai Kona,62.0,Station_88,Chicago,24-01-24 10:00,24-01-24 13:09,54.7848794,1.8355157169999998,,30.79227218,4.0,Level 1,Long-Distance Traveler,0,0
172.217.10.142-10.42.0.211-443-54930-6,BMW i3,75.0,Station_72,Houston,24-01-24 11:00,24-01-24 14:31,37.42669941,2.3535244580000003,16.98014038,5.466831569,6.0,Level 1,Casual Driver,0,0
172.217.10.14-10.42.0.42-443-57159-17,BMW i3,85.0,Station_381,Los Angeles,24-01-24 12:00,24-01-24 15:49,28.0793142,0.85194934,25.57611037,11.33612148,5.0,Level 1,Long-Distance Traveler,0,0
